
RITZ,20/10/05 17:23:50,Clock In
RITZ,20/10/05 19:53:58,Clock Out
RITZ,20/10/05 19:54:15,Clock Out
OBAMA,20/11/22 23:13:16,Clock In
OBAMA,20/11/23 13:21:53,Clock In
OBAMA,20/11/23 13:22:10,Clock Out
OBAMA,20/11/24 13:51:07,Clock In
